text,label,rationale,tokens
కేతిరెడ్డి గారు మీరు తిరగడం తప్ప ప్రభుత్వం నుండి నిధులు ఏమైనా తెస్తున్నారా.,1,"[0,0,1,1,1,0,0,1,1,1]","['కేతిరెడ్డి', 'గారు', 'మీరు', 'తిరగడం', 'తప్ప', 'ప్రభుత్వం', 'నుండి', 'నిధులు', 'ఏమైనా', 'తెస్తున్నారా.']"
రాయ్ అతను ఉద్యోగం సరిగా చేస్తున్నాడు. ఎందుకు రా నాయకులు అందురు కలిసి నిందలు వేస్తారు... నిజాయితీ పని చేస్తే ఎవరికీ నచ్చదు.. ఛీ,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]","['రాయ్', 'అతను', 'ఉద్యోగం', 'సరిగా', 'చేస్తున్నాడు.', 'ఎందుకు', 'రా', 'నాయకులు', 'అందురు', 'కలిసి', 'నిందలు', 'వేస్తారు...', 'నిజాయితీ', 'పని', 'చేస్తే', 'ఎవరికీ', 'నచ్చదు..', 'ఛీ']"
RIP ఏపీ రాజకీయాలు .... అంత మంది ఒక్కడిని టార్గెట్ చేశారు అంటే వాడు ఖచ్చితంగా వాడి డ్యూటీ చేస్తూ ఉండి ఉంటాడు ,1,"[1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","['RIP', 'ఏపీ', 'రాజకీయాలు', '....', 'అంత', 'మంది', 'ఒక్కడిని', 'టార్గెట్', 'చేశారు', 'అంటే', 'వాడు', 'ఖచ్చితంగా', 'వాడి', 'డ్యూటీ', 'చేస్తూ', 'ఉండి', 'ఉంటాడు']"
"సర్పంచులు, కార్పొరేటర్ లు కాదు వాళ్లు లక్షల కోట్లు నొక్కేయడానికి. స్వచ్ఛంద సేవకులు, గౌరవం ఇవాడం నేర్పుకోండి ఎమ్మెల్యే",1,"[0,0,0,0,0,1,1,1,0,0,0,0,0,0]","['సర్పంచులు,', 'కార్పొరేటర్', 'లు', 'కాదు', 'వాళ్లు', 'లక్షల', 'కోట్లు', 'నొక్కేయడానికి.', 'స్వచ్ఛంద', 'సేవకులు,', 'గౌరవం', 'ఇవాడం', 'నేర్పుకోండి', 'ఎమ్మెల్యే']"
"పాపం అతన్ని చూస్తే చాల జాలి వేస్తుంది అందరు  కలిసి ఇలా ఇరికించేసి వీడియో తీసి సోషల్ మీడియాలో పెట్టడం ఎంతవరకు కరెక్ట్
ఎమ్మెల్యే కేతిరెడ్డి గారు మీరు హయ్యర్ ఆపీసర్ లని ఇలా ప్రశ్నించి వీడియో పెట్టండి.
ఇలాంటి చిన్న ఉద్యోగుల ని ఇబ్బందులు పెట్టి, మానసికంగ వాళ్లని హింసించకండి.",1,"[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","['పాపం', 'అతన్ని', 'చూస్తే', 'చాల', 'జాలి', 'వేస్తుంది', 'అందరు', 'కలిసి', 'ఇలా', 'ఇరికించేసి', 'వీడియో', 'తీసి', 'సోషల్', 'మీడియాలో', 'పెట్టడం', 'ఎంతవరకు', 'కరెక్ట్', 'ఎమ్మెల్యే', 'కేతిరెడ్డి', 'గారు', 'మీరు', 'హయ్యర్', 'ఆపీసర్', 'లని', 'ఇలా', 'ప్రశ్నించి', 'వీడియో', 'పెట్టండి.', 'ఇలాంటి', 'చిన్న', 'ఉద్యోగుల', 'ని', 'ఇబ్బందులు', 'పెట్టి,', 'మానసికంగ', 'వాళ్లని', 'హింసించకండి.']"
"వాలంటీర్ చేసేది సేవ, ప్రజా సేవ, ఒక రకంగా అధి ఏమి ప్రభుత్వ ఉద్యోగం కాదు, చెపినవాటికి తల ఊపుకుంటా చెయ్యడానికి. టైం పడుతోంది అందరికి అన్నీ చూసుకొని, వాళ్లకు హెల్ప్ చేయాలి అంటే. వాలంటీర్ అనేవారు హెల్ప్ చేసే వాళ్ళు, సొసైటీ కి, అందుకని హెల్ప్ చెప్పుకోండి అన్నీ మూసుకొని పని కాదు చెపించుకోవాల్సింది.",1,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1]","['వాలంటీర్', 'చేసేది', 'సేవ,', 'ప్రజా', 'సేవ,', 'ఒక', 'రకంగా', 'అధి', 'ఏమి', 'ప్రభుత్వ', 'ఉద్యోగం', 'కాదు,', 'చెపినవాటికి', 'తల', 'ఊపుకుంటా', 'చెయ్యడానికి.', 'టైం', 'పడుతోంది', 'అందరికి', 'అన్నీ', 'చూసుకొని,', 'వాళ్లకు', 'హెల్ప్', 'చేయాలి', 'అంటే.', 'వాలంటీర్', 'అనేవారు', 'హెల్ప్', 'చేసే', 'వాళ్ళు,', 'సొసైటీ', 'కి,', 'అందుకని', 'హెల్ప్', 'చెప్పుకోండి', 'అన్నీ', 'మూసుకొని', 'పని', 'కాదు', 'చెపించుకోవాల్సింది.']"
ఈ చిల్లర గుంపులో ఈ ఎంటెక్ బాబు ను అవమానిస్తే అందరికి పెన్షన్ వచ్చినట్టు M L A బిల్డప్ ఇచ్చి షేహాబాష్ అనుకొంటారని భ్రమ ఎంటెక్ చేసినోడు ఈ జాబ్ ఎందుకు ఇంకా కూలి చేసుకోమంటారు ఈ ఎమ్మెల్యే ఇంతేగా వీళ్ళు చేసేది ఖర్మ. హైదరాబాద్ లో జాబ్ చూసుకో గడ్డం బాబు,1,"[1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0]","['ఈ', 'చిల్లర', 'గుంపులో', 'ఈ', 'ఎంటెక్', 'బాబు', 'ను', 'అవమానిస్తే', 'అందరికి', 'పెన్షన్', 'వచ్చినట్టు', 'M', 'L', 'A', 'బిల్డప్', 'ఇచ్చి', 'షేహాబాష్', 'అనుకొంటారని', 'భ్రమ', 'ఎంటెక్', 'చేసినోడు', 'ఈ', 'జాబ్', 'ఎందుకు', 'ఇంకా', 'కూలి', 'చేసుకోమంటారు', 'ఈ', 'ఎమ్మెల్యే', 'ఇంతేగా', 'వీళ్ళు', 'చేసేది', 'ఖర్మ.', 'హైదరాబాద్', 'లో', 'జాబ్', 'చూసుకో', 'గడ్డం', 'బాబు']"
"మన నాయకులు ఎప్పుడు చిన్న వాళ్ళ మీద ప్రతాపం చూపిస్తారు, ఫస్ట్ పోయి రోడ్లు వేయండి నీట్ గా",1,"[0,0,0,1,1,1,1,1,0,0,1,1,1,1]","['మన', 'నాయకులు', 'ఎప్పుడు', 'చిన్న', 'వాళ్ళ', 'మీద', 'ప్రతాపం', 'చూపిస్తారు,', 'ఫస్ట్', 'పోయి', 'రోడ్లు', 'వేయండి', 'నీట్', 'గా']"
"మీకు చెప్పడం ఈజీ అక్కడ అనుభవించే వాలకు తెలుస్తాధి, అక్కడ 14 అంతే మా వూరిలో బస్ లో 198,146,114 ఇలా పోతున్నాం.",1,"[0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0]","['మీకు', 'చెప్పడం', 'ఈజీ', 'అక్కడ', 'అనుభవించే', 'వాలకు', 'తెలుస్తాధి,', 'అక్కడ', '14', 'అంతే', 'మా', 'వూరిలో', 'బస్', 'లో', '198,146,114', 'ఇలా', 'పోతున్నాం.']"
ముందు ఆర్.టి.సి బస్సుల్లో విద్యార్థులు ఎంత ఇబ్బంది పడుతున్నారు చూడండి. వాల్ల హ్యాంగింగ్ పరిస్థితులను మీరు గమనించాలి.,1,"[0,0,0,0,1,1,1,1,0,1,1,0,0]","['ముందు', 'ఆర్.టి.సి', 'బస్సుల్లో', 'విద్యార్థులు', 'ఎంత', 'ఇబ్బంది', 'పడుతున్నారు', 'చూడండి.', 'వాల్ల', 'హ్యాంగింగ్', 'పరిస్థితులను', 'మీరు', 'గమనించాలి.']"
"థంబ్నైల్ మార్చుకో బ్రో. ఆయన సి.ఐ, ఎస్.ఐ కాదు. మీ వ్యూస్ కోసం ఏదైనా పెడతారు.",1,"[0,0,0,0,0,0,0,1,1,1,1,1]","['థంబ్నైల్', 'మార్చుకో', 'బ్రో.', 'ఆయన', 'సి.ఐ,', 'ఎస్.ఐ', 'కాదు.', 'మీ', 'వ్యూస్', 'కోసం', 'ఏదైనా', 'పెడతారు.']"
"ఆటో వాళ్ళు, వాలంటీర్ మేడ కాదు . మొదట రోడ్లు డ్రైనేజీ మొదలైనవి చూడు",1,"[0,0,0,0,0,0,1,1,1,1,1]","['ఆటో', 'వాళ్ళు,', 'వాలంటీర్', 'మేడ', 'కాదు', '.', 'మొదట', 'రోడ్లు', 'డ్రైనేజీ', 'మొదలైనవి', 'చూడు']"
ముందు అరెస్ట్ చేయండి.. మీడియా ముద్దు తీసుకురండి రా,1,"[1,1,1,0,0,0,0]","['ముందు', 'అరెస్ట్', 'చేయండి..', 'మీడియా', 'ముద్దు', 'తీసుకురండి', 'రా']"
బానిస కట్టప్పలు బయటకి వచ్చారు ఇక జగన్ కి భజన చెయ్యడానికి.,1,"[1,0,0,0,0,0,0,1,1]","['బానిస', 'కట్టప్పలు', 'బయటకి', 'వచ్చారు', 'ఇక', 'జగన్', 'కి', 'భజన', 'చెయ్యడానికి.']"
నువ్వు ఏమి పని మీద వచ్చావు? నువ్వు ఏది మాట్లాడుతున్నావు? ముందుగా ఎం.ఎల్.సి ని అరెస్ట్ చేయండి.,1,"[0,0,0,0,0,0,0,0,0,0,1,1,1]","['నువ్వు', 'ఏమి', 'పని', 'మీద', 'వచ్చావు?', 'నువ్వు', 'ఏది', 'మాట్లాడుతున్నావు?', 'ముందుగా', 'ఎం.ఎల్.సి', 'ని', 'అరెస్ట్', 'చేయండి.']"
ఇంతవరకు ఒక YSRCP ఎమ్మెల్యే వెల్లి సుబ్రమణ్యం కుటుంబం ని కాలిసి మాట్లాడలేదు మిరు ఎమ్ మంత్రి రా మిరు ఎమ్ CM తు ,1,"[0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1]","['ఇంతవరకు', 'ఒక', 'YSRCP', 'ఎమ్మెల్యే', 'వెల్లి', 'సుబ్రమణ్యం', 'కుటుంబం', 'ని', 'కాలిసి', 'మాట్లాడలేదు', 'మిరు', 'ఎమ్', 'మంత్రి', 'రా', 'మిరు', 'ఎమ్', 'CM', 'తు']"
రేయ్ మీ సెల్ఫ్ డబ్బా అపండి రా బాబు.... ఎలానే లేట్ చేసీ జనాలి యాదవల్ని చెస్టున్నారు... ముందు అరెస్ట్ చెయండి ,1,"[0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0]","['రేయ్', 'మీ', 'సెల్ఫ్', 'డబ్బా', 'అపండి', 'రా', 'బాబు....', 'ఎలానే', 'లేట్', 'చేసీ', 'జనాలి', 'యాదవల్ని', 'చెస్టున్నారు...', 'ముందు', 'అరెస్ట్', 'చెయండి']"
